,SPX,TSX,FTSE,DAX,CAC,SMI,MIB,IBEX,OMX,AEX,NKY,AS51,HSI,SG,SPXV,TSXV,FTSEV,DAXV,CACV,SMIV,MIBV,IBEXV,OMXV,AEXV,NKYv,AS51V,HSIV,SGV
1999-01-29,739.5400 ,751.6200 ,3725.4200 ,996.4700 ,1958.2800 ,1393.3300 ,3302.0500 ,873.0900 ,6268.0100 ,1891.3000 ,251.3400 ,1024.5300 ,3545.5700 ,610.2900 ,562.0200 ,850.6300 ,4216.2300 ,1012.1700 ,2098.4500 ,1353.7500 ,1193.0600 ,511.7100 ,3751.5700 ,2431.4400 ,894.2600 ,1933.1400 ,4677.7600 ,973.1000 
1999-02-26,710.1300 ,703.1800 ,3829.2000 ,923.7400 ,1882.6600 ,1358.8900 ,3343.6300 ,901.4400 ,6251.3900 ,1877.5900 ,253.1000 ,994.8200 ,3587.6700 ,607.8100 ,548.8100 ,805.7100 ,4494.5700 ,979.5200 ,2037.2400 ,1357.5000 ,1222.8700 ,511.7900 ,3975.5200 ,2593.6100 ,883.2900 ,1935.9900 ,4685.2300 ,983.0200 
1999-03-31,743.8000 ,734.2600 ,3831.4600 ,884.4800 ,1839.6500 ,1322.6000 ,3419.1200 ,905.3300 ,6189.8800 ,1738.3400 ,284.0000 ,1003.5900 ,4118.1400 ,631.3900 ,564.6600 ,838.1400 ,4680.5500 ,999.3400 ,2236.3400 ,1416.6700 ,1336.0500 ,488.0300 ,4186.4200 ,2926.9600 ,1014.8800 ,2007.3200 ,5196.3800 ,1152.7100 
1999-04-30,742.0900 ,755.8100 ,3776.7300 ,922.2700 ,1872.2300 ,1279.8300 ,3343.4500 ,923.2000 ,6718.1100 ,1788.2200 ,297.6200 ,1010.1100 ,5060.1300 ,785.3600 ,612.6100 ,913.0300 ,5112.3200 ,1126.3700 ,2402.3000 ,1524.7500 ,1336.8600 ,502.0000 ,4508.1800 ,3309.9900 ,1066.3700 ,2187.4200 ,6298.1900 ,1370.7300 
1999-05-31,719.9700 ,778.2500 ,3598.5500 ,909.2300 ,1854.4600 ,1250.8000 ,3230.4500 ,909.1500 ,7015.8700 ,1722.0900 ,288.9800 ,940.7700 ,4629.9600 ,750.8500 ,600.4900 ,860.8400 ,4812.7400 ,1038.3000 ,2377.0600 ,1417.3600 ,1271.9400 ,519.3300 ,4354.9100 ,3142.1600 ,1017.8700 ,2056.1300 ,5804.7100 ,1492.7800 
1999-06-30,770.8500 ,824.7100 ,3680.4100 ,950.4200 ,1930.0800 ,1244.5600 ,3211.6400 ,907.7200 ,7974.8700 ,1656.4400 ,315.4400 ,968.6200 ,5045.6300 ,815.4400 ,622.7900 ,883.0200 ,4879.0000 ,1128.1500 ,2474.1700 ,1427.3800 ,1245.4600 ,535.4400 ,4499.6400 ,3305.3700 ,1102.7800 ,2107.0700 ,6373.2000 ,1755.7300 
1999-07-30,745.9300 ,845.3000 ,3542.7200 ,892.0200 ,1804.5100 ,1224.4500 ,2964.0300 ,810.4000 ,7880.9800 ,1639.2900 ,331.6800 ,958.9600 ,4949.3400 ,825.2200 ,603.0900 ,896.2800 ,4892.0200 ,1077.6200 ,2471.2100 ,1439.1900 ,1171.7500 ,505.9000 ,4580.8400 ,3291.8000 ,1140.0300 ,2171.6100 ,6058.8900 ,1747.6400 
1999-08-31,755.8000 ,798.2300 ,3548.7700 ,924.0200 ,1942.6800 ,1246.7400 ,3088.0800 ,854.1600 ,7786.8700 ,1704.5800 ,311.9500 ,954.2300 ,5006.3400 ,803.3000 ,586.5900 ,907.2000 ,4898.3600 ,1099.5900 ,2533.7000 ,1451.7900 ,1202.8600 ,517.8800 ,4655.3100 ,3398.2500 ,1089.4500 ,2041.5800 ,6075.8600 ,1765.1300 
1999-09-30,742.2100 ,848.2500 ,3357.2900 ,932.7300 ,1967.1800 ,1232.4900 ,3033.4400 ,837.4500 ,7579.7600 ,1641.3900 ,324.9900 ,943.7400 ,4799.3800 ,804.1500 ,562.8600 ,871.9400 ,4744.3800 ,1038.9600 ,2505.1400 ,1430.9000 ,1242.9200 ,504.4700 ,4640.3600 ,3224.9600 ,1109.2200 ,1975.7600 ,5816.7400 ,1737.5500 
1999-10-29,793.1900 ,952.6400 ,3592.6100 ,986.4100 ,2121.1600 ,1268.8300 ,3027.8600 ,848.0600 ,9478.4500 ,1666.3200 ,336.3900 ,922.4900 ,5127.8700 ,841.3300 ,594.0400 ,876.0700 ,4743.1600 ,1119.2600 ,2651.3800 ,1485.4900 ,1202.8600 ,519.9700 ,4600.2500 ,3445.2200 ,1119.4700 ,2015.1100 ,5993.6700 ,1760.1400 
1999-11-30,826.7300 ,1056.1300 ,3822.5600 ,1130.8500 ,2370.9100 ,1330.3800 ,3554.1400 ,924.6700 ,11532.7700 ,1669.8500 ,360.4800 ,987.7100 ,5948.0000 ,880.6000 ,589.4300 ,836.7100 ,4843.7600 ,1110.9700 ,2763.3900 ,1510.7400 ,1183.7300 ,602.4600 ,4823.7600 ,3644.9100 ,1087.9300 ,2089.5400 ,6533.3600 ,1922.9400 
1999-12-31,887.2900 ,1274.2900 ,4013.6100 ,1343.2700 ,2787.6000 ,1333.6400 ,4649.8700 ,923.5000 ,14564.9100 ,1780.2600 ,393.9500 ,986.3400 ,6513.0400 ,976.6600 ,610.6100 ,843.1600 ,5018.8500 ,1288.5500 ,2936.4200 ,1603.9100 ,1212.4400 ,661.5500 ,5264.0600 ,4081.4500 ,1122.8900 ,2203.3600 ,7044.3100 ,2136.0200 
2000-01-31,827.7800 ,1274.1200 ,3659.0400 ,1398.0400 ,2714.2600 ,1224.5200 ,4803.4200 ,828.1700 ,15940.0100 ,1560.7600 ,383.1200 ,928.9900 ,6040.4300 ,875.1100 ,590.6300 ,844.5400 ,4477.6800 ,1182.0600 ,2752.2400 ,1454.5300 ,1096.6400 ,641.1800 ,4976.7300 ,3741.4400 ,1157.9000 ,2285.8200 ,6463.0700 ,1868.0600 
2000-02-29,844.8200 ,1430.9500 ,3693.9000 ,1584.5700 ,3171.1600 ,1233.1600 ,5720.4900 ,917.8400 ,20749.2200 ,1565.1200 ,396.2100 ,888.9700 ,6777.0100 ,796.3000 ,552.5200 ,803.3100 ,4357.4800 ,1292.9900 ,2856.4000 ,1411.6200 ,1180.9200 ,719.2500 ,5399.1500 ,4215.8200 ,1113.8700 ,2440.0800 ,6314.9600 ,1740.1900 
2000-03-31,922.4000 ,1585.7500 ,3900.0100 ,1613.2900 ,3128.6200 ,1290.0100 ,5109.9600 ,953.2600 ,18535.1700 ,1632.8100 ,383.0800 ,894.2800 ,6829.5900 ,741.4000 ,609.2100 ,843.2000 ,4637.7000 ,1232.7200 ,3011.3900 ,1580.1100 ,1189.7200 ,706.1900 ,5563.9000 ,4340.7300 ,1180.9700 ,2432.8000 ,6629.5700 ,1813.1000 
2000-04-28,876.3200 ,1483.1200 ,3944.5700 ,1459.8000 ,3058.5100 ,1325.8100 ,4743.7600 ,915.6000 ,19335.1600 ,1580.6500 ,358.8500 ,877.8000 ,5883.1000 ,767.2800 ,604.5200 ,876.7100 ,4378.8900 ,1248.3500 ,3172.8500 ,1539.3300 ,1238.9900 ,695.9600 ,5580.2100 ,4557.8400 ,1194.6300 ,2536.2500 ,6268.4100 ,1963.0500 
2000-05-31,840.1200 ,1411.8300 ,3778.4300 ,1338.3300 ,2988.2500 ,1333.1300 ,4814.4100 ,831.0300 ,17792.0000 ,1527.2100 ,324.6200 ,823.5000 ,5314.3100 ,635.1600 ,604.9500 ,904.8000 ,4623.2900 ,1226.3300 ,3295.2800 ,1643.2000 ,1281.2900 ,692.0900 ,5689.7000 ,4732.1200 ,1174.2600 ,2620.7000 ,5434.8600 ,1611.1500 
2000-06-30,907.6800 ,1709.8500 ,3809.4200 ,1280.3200 ,2917.4300 ,1308.6500 ,4824.6700 ,853.7000 ,16710.2800 ,1539.1100 ,342.5500 ,903.3400 ,5647.6300 ,699.6900 ,580.3300 ,924.8200 ,4547.6100 ,1189.2000 ,3388.2400 ,1654.2200 ,1361.7200 ,667.9300 ,5566.1200 ,4866.6700 ,1227.2300 ,2798.2700 ,5935.9500 ,1892.5700 
2000-07-31,866.9000 ,1797.8700 ,3831.8200 ,1232.5700 ,2859.6300 ,1307.5800 ,4738.0600 ,861.7200 ,17120.7000 ,1502.0200 ,308.1300 ,867.6300 ,5986.6600 ,674.0700 ,591.3100 ,935.4200 ,4657.0400 ,1290.5800 ,3553.5700 ,1740.9600 ,1358.4800 ,670.6200 ,5508.2600 ,4851.1200 ,1141.7000 ,2761.6400 ,6370.7800 ,1997.7800 
2000-08-31,916.6000 ,1964.6000 ,4035.8100 ,1183.6000 ,2874.5600 ,1305.9700 ,4710.9100 ,859.5600 ,17919.4500 ,1497.6100 ,329.6200 ,872.1400 ,5615.8800 ,701.6700 ,629.5500 ,994.5500 ,4779.7600 ,1313.5100 ,3642.5400 ,1802.7000 ,1438.9200 ,701.4800 ,5401.3200 ,5177.6500 ,1149.8800 ,2811.0600 ,6930.6500 ,2011.1000 
2000-09-29,826.7900 ,1591.2800 ,3849.9300 ,1118.4900 ,2669.8900 ,1263.3200 ,4472.7700 ,888.0300 ,13780.5800 ,1418.8500 ,303.5000 ,889.0000 ,5037.2000 ,634.7300 ,628.7100 ,1014.5600 ,4573.4300 ,1267.3200 ,3484.1000 ,1644.6500 ,1361.0100 ,701.6600 ,5435.5100 ,5122.5600 ,1153.2400 ,2859.1500 ,6610.7500 ,1903.7600 
2000-10-31,805.0900 ,1283.7200 ,3797.8600 ,1154.8600 ,2674.3500 ,1314.8600 ,4817.5400 ,861.4700 ,12510.6900 ,1456.0400 ,273.6100 ,863.6500 ,4692.5400 ,627.5400 ,639.6700 ,1033.9600 ,4858.6800 ,1350.9900 ,3584.1500 ,1733.1400 ,1431.6200 ,671.5700 ,5524.0200 ,5311.7000 ,1147.4600 ,2804.0100 ,6151.3600 ,1953.8700 
2000-11-30,719.0900 ,1069.5100 ,3711.1300 ,1001.5900 ,2341.0400 ,1352.1600 ,4648.8000 ,721.0000 ,10770.4800 ,1383.8000 ,268.0800 ,856.8700 ,4518.9900 ,607.1400 ,605.6700 ,998.3900 ,4605.8400 ,1270.9900 ,3503.3300 ,1711.1000 ,1458.1200 ,651.7300 ,5137.7700 ,5199.9800 ,1108.0000 ,2857.1200 ,5919.5100 ,1938.4400 
2000-12-29,687.5500 ,938.8300 ,3709.6900 ,978.3300 ,2324.2800 ,1353.3300 ,4276.4800 ,736.4900 ,10176.4700 ,1338.3600 ,249.5900 ,837.0800 ,4726.6500 ,576.1800 ,636.1500 ,1066.3900 ,4719.5100 ,1317.6200 ,3513.0400 ,1767.8000 ,1423.6300 ,643.9700 ,5068.9100 ,5094.8100 ,1105.0000 ,2796.6700 ,7080.2900 ,2010.7800 
2001-01-31,706.8100 ,1106.3000 ,3685.3300 ,1034.4700 ,2357.6800 ,1295.0200 ,4414.0200 ,830.7100 ,10759.5900 ,1337.7200 ,257.7200 ,892.2000 ,4812.0300 ,596.6100 ,662.2500 ,1052.5100 ,4799.2600 ,1365.6600 ,3545.9600 ,1803.8100 ,1454.9100 ,692.0800 ,5627.2200 ,5124.9700 ,1089.7300 ,2908.8300 ,7411.4400 ,1972.0900 
2001-02-28,623.4200 ,658.7200 ,3578.5600 ,909.3200 ,1925.0200 ,1252.8400 ,3845.4700 ,765.0300 ,7985.5900 ,1253.3700 ,237.8600 ,877.3100 ,4480.8300 ,573.0700 ,617.2200 ,1055.8800 ,4393.6500 ,1338.4200 ,3403.4700 ,1695.9500 ,1385.6100 ,683.7300 ,5310.1500 ,4890.4100 ,1084.2900 ,2941.2800 ,7784.2000 ,1956.5000 
2001-03-30,566.7800 ,582.1400 ,3353.4400 ,820.0700 ,1837.2100 ,1187.8300 ,3773.9500 ,743.8400 ,5828.1200 ,1192.9900 ,250.2000 ,860.4400 ,4001.0000 ,476.2400 ,592.2700 ,1038.6200 ,4340.1500 ,1281.5400 ,3332.9400 ,1536.3000 ,1341.5700 ,677.9000 ,4749.3200 ,4605.6300 ,1100.1400 ,2741.3100 ,6910.2900 ,1736.0600 
2001-04-30,617.0800 ,616.8000 ,3514.6000 ,873.1900 ,2020.4000 ,1208.9000 ,3967.6600 ,787.2400 ,6841.9700 ,1270.2900 ,258.3400 ,907.3000 ,4111.9600 ,483.9800 ,631.7600 ,1071.3700 ,4600.7000 ,1357.8600 ,3586.4400 ,1587.8400 ,1398.4900 ,698.9600 ,5220.5200 ,4901.2800 ,1181.3900 ,2966.0600 ,6556.0400 ,1771.1900 
2001-05-31,618.0800 ,609.2200 ,3462.4000 ,867.4400 ,1880.0500 ,1237.5200 ,3589.8000 ,746.6600 ,6872.0200 ,1223.8900 ,249.5100 ,923.1800 ,4012.1600 ,449.6000 ,636.8900 ,1132.6500 ,4420.5400 ,1298.3700 ,3612.1900 ,1613.4300 ,1393.7800 ,699.0400 ,5104.4500 ,4986.6000 ,1125.8600 ,2990.5200 ,6491.4000 ,1696.9500 
2001-06-29,609.4800 ,553.1000 ,3423.0600 ,848.1200 ,1776.9300 ,1188.3100 ,3407.0700 ,661.5600 ,6292.9700 ,1258.1400 ,244.2900 ,912.3100 ,3734.2300 ,449.7900 ,615.6500 ,1101.3200 ,4255.5100 ,1308.0600 ,3509.3900 ,1553.2600 ,1328.5000 ,676.4800 ,5047.8800 ,4730.7200 ,1120.5100 ,3177.6900 ,6284.2200 ,1766.7600 
2001-07-31,607.2700 ,549.8200 ,3362.2300 ,822.5200 ,1711.7500 ,1116.2800 ,3400.9100 ,626.4200 ,6178.5900 ,1191.5100 ,224.9100 ,863.9200 ,3723.1400 ,451.6900 ,604.4900 ,1110.2000 ,4220.1300 ,1270.7200 ,3433.6800 ,1497.7100 ,1300.6700 ,653.0500 ,4983.6400 ,4573.3400 ,1045.2800 ,3027.4200 ,6273.1500 ,1682.3800 
2001-08-31,566.0000 ,498.3900 ,3201.4000 ,769.4300 ,1508.3700 ,1081.7500 ,3088.5100 ,596.5600 ,5504.5800 ,1169.8300 ,201.6200 ,850.5100 ,3401.0300 ,453.2700 ,568.1900 ,1109.8700 ,4145.2900 ,1088.6100 ,3321.0900 ,1432.1200 ,1295.2800 ,653.9100 ,4769.6500 ,4273.9000 ,1005.4700 ,2877.5300 ,5929.7700 ,1595.1900 
2001-09-28,527.4900 ,447.5000 ,2909.8900 ,639.2400 ,1369.8500 ,1045.1700 ,2630.6600 ,538.3800 ,4459.8300 ,1035.5700 ,180.7600 ,832.6700 ,3026.6100 ,359.1700 ,513.6400 ,1044.3800 ,3855.7500 ,914.4500 ,2863.1300 ,1261.8900 ,1123.1200 ,568.9000 ,4246.7000 ,3634.0900 ,917.4800 ,2530.8600 ,4642.8100 ,1301.8100 
2001-10-31,546.4500 ,464.8600 ,3009.2600 ,679.9900 ,1490.6200 ,1046.8600 ,2835.9700 ,573.4300 ,5052.1100 ,1040.9800 ,190.6200 ,854.5000 ,3142.6200 ,366.7800 ,513.0700 ,1021.8300 ,3950.9400 ,957.7900 ,2985.2100 ,1292.5600 ,1138.9900 ,595.0900 ,4382.0100 ,3707.9900 ,916.2000 ,2787.0400 ,4734.3500 ,1379.1700 
2001-11-30,594.3800 ,516.7500 ,3148.3100 ,731.7000 ,1576.9200 ,1050.0700 ,2955.8500 ,642.1800 ,6223.2900 ,1114.7900 ,201.7800 ,897.8300 ,3501.8700 ,395.6700 ,544.4700 ,1078.1600 ,4086.9300 ,1065.8900 ,3040.9500 ,1370.1300 ,1148.4800 ,616.7800 ,4783.4700 ,3842.6500 ,894.2700 ,2875.5700 ,5423.2600 ,1489.2400 
2001-12-31,594.6100 ,541.5900 ,3144.0400 ,744.4800 ,1666.1600 ,1088.4700 ,2975.3700 ,638.6300 ,6138.7700 ,1155.4800 ,202.5300 ,921.6800 ,3517.3800 ,431.1700 ,552.0300 ,1092.0200 ,4110.4100 ,1120.2900 ,3103.4700 ,1399.7000 ,1184.1800 ,629.0800 ,4959.8800 ,3935.0100 ,876.9800 ,2955.4200 ,5869.2100 ,1690.4600 
2002-01-31,593.3100 ,526.6500 ,3145.6000 ,750.6300 ,1641.5200 ,1101.4500 ,2850.6600 ,611.3200 ,5286.0900 ,1153.8300 ,186.8800 ,928.4500 ,3537.6000 ,467.0500 ,536.1500 ,1095.8600 ,4005.4900 ,1085.6100 ,2957.8400 ,1317.2100 ,1229.1200 ,591.9800 ,4880.4600 ,3886.3500 ,842.1000 ,3008.6000 ,5679.9500 ,1921.5700 
2002-02-28,575.1900 ,536.7900 ,3147.1400 ,738.6800 ,1663.0100 ,1166.8600 ,2820.1400 ,614.1900 ,5082.1500 ,1184.3500 ,193.8200 ,926.7900 ,3641.6300 ,442.9100 ,530.3100 ,1069.8100 ,3933.0100 ,1064.5200 ,2942.6900 ,1306.4900 ,1224.7600 ,602.1200 ,5117.1700 ,3725.6700 ,881.2400 ,2929.1700 ,5200.3300 ,1856.0500 
2002-03-29,588.4300 ,563.2000 ,3203.0900 ,776.4700 ,1710.4700 ,1186.0300 ,2903.5000 ,617.1300 ,5190.7500 ,1238.0900 ,200.2500 ,917.0100 ,3822.2400 ,470.4700 ,556.9900 ,1077.4100 ,4117.6500 ,1155.2800 ,3115.9600 ,1408.8100 ,1320.4200 ,616.3300 ,5289.8100 ,4193.6300 ,928.6000 ,2934.4400 ,5510.0300 ,1956.3500 
2002-04-30,545.9900 ,557.0100 ,3169.1700 ,729.6400 ,1629.9800 ,1201.1900 ,2719.0700 ,619.7600 ,4058.8300 ,1194.0100 ,207.2500 ,891.6800 ,3891.1500 ,442.1300 ,528.5300 ,1035.3800 ,3995.0100 ,1079.2900 ,2963.5900 ,1355.3200 ,1322.8500 ,599.7600 ,5163.1000 ,3988.6100 ,942.8500 ,2900.6900 ,5924.1300 ,1878.9300 
2002-05-31,534.9000 ,557.7400 ,3021.1600 ,672.0300 ,1558.2700 ,1188.8800 ,2532.3100 ,594.7900 ,3625.0300 ,1162.2100 ,212.6300 ,878.9100 ,3842.2600 ,434.7500 ,529.3400 ,1018.1500 ,3983.3800 ,1046.2400 ,2860.1700 ,1374.2600 ,1238.6500 ,590.0600 ,4979.5400 ,3788.9300 ,968.8400 ,2973.3500 ,5486.2000 ,1781.0800 
2002-06-28,491.3500 ,511.2500 ,2822.2300 ,609.0100 ,1506.5300 ,1115.0000 ,2341.5900 ,517.7900 ,3147.4300 ,1087.9500 ,195.4400 ,855.0000 ,3687.6500 ,402.8700 ,495.3000 ,974.8200 ,3598.7700 ,968.8500 ,2471.5400 ,1220.3900 ,1182.4000 ,499.3500 ,4782.1900 ,3371.3600 ,883.2300 ,2796.7400 ,5044.0600 ,1647.7400 
