,SA,BR,ID,IN,MY,MX,KR,RU,TW,CN
2002-01-17,397.221,88480915000.0,676.814,169.751,330.356,9349.988,240.341,281.913,287.639,18.699
2002-01-18,393.567,88562580000.0,678.754,168.034,330.606,9334.014,239.032,282.313,288.048,18.705
2002-01-21,391.269,87418460000.0,675.342,168.282,329.724,9338.244,241.616,284.451,303.839,18.539
2002-01-22,394.911,87079470000.0,683.576,168.166,326.913,9287.792,244.338,295.778,302.04,17.969
2002-01-23,390.813,88038970000.0,700.007,167.8,325.804,9570.878,250.601,290.069,300.883,17.794
2002-01-24,392.622,87841120000.0,733.368,167.142,324.778,9527.038,256.058,274.159,301.995,17.846
2002-01-25,387.379,87841120000.0,750.443,166.367,329.529,9605.307,262.249,266.55,310.23,17.778
2002-01-28,391.981,88341820000.0,724.394,165.362,336.142,9636.017,262.988,272.066,313.209,17.88
2002-01-29,389.752,85790384000.0,732.083,165.435,336.899,9519.036,260.174,282.937,304.646,18.506
2002-01-30,385.846,85747600000.0,724.932,164.537,338.412,9426.155,251.159,270.282,301.799,18.153
2002-01-31,392.112,87403170000.0,744.292,165.698,343.913,9685.582,250.945,274.694,306.808,18.08
2002-02-01,402.913,87179890000.0,753.814,166.453,343.913,9611.831,250.265,271.742,304.924,17.941
2002-02-04,403.78,86952850000.0,745.011,166.076,346.653,9560.631,246.996,271.122,305.576,17.919
2002-02-05,404.143,87923160000.0,744.617,166.357,344.775,9560.631,251.307,268.838,304.245,17.843
2002-02-06,410.568,88132930000.0,732.766,172.265,343.253,9434.053,251.229,275.576,307.174,17.865
2002-02-07,407.827,87905960000.0,699.645,171.993,338.727,9424.016,246.664,277.108,307.174,17.511
2002-02-08,408.89,87257000000.0,708.507,174.301,340.159,9302.593,250.564,274.609,307.174,17.809
2002-02-11,411.546,87257000000.0,713.126,175.257,340.159,9181.038,250.564,273.519,307.174,18.37
2002-02-12,413.827,87257000000.0,713.126,174.483,340.159,9300.974,250.564,278.331,307.174,18.37
2002-02-13,417.941,89353380000.0,707.925,175.627,340.159,9377.869,250.564,275.057,307.174,18.37
2002-02-14,428.602,91022880000.0,715.384,177.668,343.415,9381.448,272.75,271.577,307.174,18.37
2002-02-15,426.152,91486480000.0,741.199,179.648,345.382,9374.251,268.099,267.68,307.174,18.785
2002-02-18,424.245,90599500000.0,772.65,180.942,345.242,9354.972,270.333,262.838,308.469,19.04
2002-02-19,418.017,90226870000.0,767.26,179.284,349.279,9230.908,267.037,259.662,301.865,18.86
2002-02-20,408.79,91621695000.0,757.347,177.433,345.376,9184.932,265.249,254.55,291.964,18.496
2002-02-21,401.957,93614330000.0,760.204,177.869,342.176,9102.483,268.274,260.056,291.159,18.569
2002-02-22,405.634,94050630000.0,760.204,179.803,339.195,9002.614,269.627,265.937,289.686,18.447
2002-02-25,412.615,95892546000.0,733.98,180.259,334.191,9153.326,269.488,266.224,284.73,18.06
2002-02-26,415.127,96159520000.0,730.971,184.846,334.414,9262.023,272.494,262.286,282.721,18.158
2002-02-27,420.111,97731820000.0,743.937,184.088,336.684,9506.042,279.576,257.654,293.365,18.565
2002-02-28,413.469,97668915000.0,741.042,176.936,338.398,9413.421,278.739,253.712,293.365,18.225
2002-03-01,410.69,99762940000.0,736.028,182.659,342.936,9643.821,278.739,267.978,293.074,18.093
2002-03-04,412.288,100000000000.0,743.707,181.8,347.909,9829.891,283.305,275.855,304.892,18.49
2002-03-05,415.988,97386200000.0,750.657,182.105,355.421,9840.707,287.334,278.659,310.252,18.753
2002-03-06,414.149,96688910000.0,805.866,181.291,355.215,9991.297,287.486,279.261,318.688,18.953
2002-03-07,418.164,96226755000.0,783.182,184.799,357.106,9857.215,282.976,288.885,315.709,19.446
2002-03-08,423.778,96666810000.0,789.306,184.248,360.501,10072.045,280.33,289.072,312.645,19.474
2002-03-11,420.806,95752724000.0,785.124,181.499,367.761,10039.73,280.877,279.661,324.724,19.822
2002-03-12,418.939,98308780000.0,780.187,178.586,364.721,10183.197,288.325,275.828,319.663,19.862
2002-03-13,420.23,99203100000.0,785.494,179.895,363.909,10069.983,288.632,280.538,316.413,19.757
2002-03-14,420.687,98771830000.0,775.464,180.467,362.349,10020.437,289.99,287.374,314.853,19.882
2002-03-15,423.616,100000000000.0,775.464,182.197,362.349,10152.258,289.273,292.48,307.596,19.608
2002-03-18,429.244,99912780000.0,779.926,181.755,365.829,10274.054,291.872,298.078,309.083,19.525
2002-03-19,429.362,99699720000.0,778.753,179.294,364.654,10431.015,300.387,294.896,305.876,19.338
2002-03-20,425.183,99456000000.0,783.578,180.061,363.906,10371.249,299.22,289.593,315.247,19.164
2002-03-21,425.183,97667210000.0,797.195,178.06,364.625,10369.84,297.775,294.389,313.537,18.787
2002-03-22,422.164,95608230000.0,812.773,177.147,362.194,10430.658,301.825,296.07,319.164,18.894
2002-03-25,421.809,95865010000.0,796.147,177.147,359.319,10316.492,295.994,287.586,321.683,18.838
2002-03-26,422.279,97492386000.0,801.573,174.837,362.629,10254.655,297.316,287.029,321.613,18.657
2002-03-27,420.716,96968710000.0,805.007,174.967,365.325,10281.325,306.007,289.777,316.016,19.069
2002-03-28,419.359,96302146000.0,804.551,176.11,365.427,10282.742,302.373,299.252,321.349,19.259
2002-03-29,419.359,96302146000.0,804.551,176.11,365.966,10282.742,304.665,298.317,318.73,19.255
2002-04-01,419.359,98201050000.0,817.324,177.019,365.975,10319.196,299.375,298.439,318.133,19.258
2002-04-02,432.265,96719400000.0,824.855,176.947,364.784,10243.551,311.004,292.066,321.157,19.115
2002-04-03,429.017,95593100000.0,829.941,174.951,364.951,10064.464,315.174,286.867,323.317,19.114
2002-04-04,432.526,97201800000.0,876.455,177.783,364.521,10165.59,313.745,285.988,318.306,19.159
2002-04-05,434.221,96848700000.0,889.245,176.996,369.506,10284.519,313.745,289.527,318.306,19.157
2002-04-08,428.836,96686020000.0,897.066,176.292,375.119,10175.854,305.543,290.577,317.109,19.053
2002-04-09,430.054,96409264000.0,906.423,175.556,377.666,10186.66,301.586,299.701,311.369,19.105
2002-04-10,429.778,97821890000.0,928.279,176.826,377.891,10525.143,290.318,304.931,310.053,18.865
2002-04-11,429.583,97936160000.0,914.992,177.69,377.092,10444.952,293.215,307.434,310.513,18.837
2002-04-12,425.957,99488915000.0,935.905,178.34,377.929,10363.282,299.104,297.736,316.605,18.842
2002-04-15,427.969,98756060000.0,951.203,175.401,381.639,10424.166,307.218,308.931,316.112,18.951
2002-04-16,434.373,99666330000.0,953.152,173.318,380.687,10635.327,309.292,309.774,319.68,19.144
2002-04-17,440.413,100000000000.0,940.377,174.209,384.461,10698.557,320.807,312.728,329.739,19.563
2002-04-18,439.505,99385690000.0,919.551,174.12,382.557,10635.026,323.348,321.049,330.425,19.719
2002-04-19,440.208,98532690000.0,911.767,170.251,387.948,10586.696,318.659,325.092,332.731,19.624
2002-04-22,439.501,97990130000.0,903.008,171.034,392.792,10479.393,324.6,316.536,332.892,19.383
2002-04-23,432.996,98399220000.0,923.235,171.588,393.313,10412.434,328.112,320.079,328.945,19.766
2002-04-24,431.642,99223446000.0,928.57,172.258,389.24,10551.492,325.147,324.204,331.8,19.896
2002-04-25,434.672,98246120000.0,929.384,169.756,389.24,10498.05,309.439,322.417,324.895,20.003
2002-04-26,429.699,96905530000.0,919.149,170.352,389.282,10516.127,307.1,332.858,322.967,19.913
2002-04-29,428.643,97067820000.0,888.717,166.932,384.135,10421.864,295.138,332.931,317.256,19.961
2002-04-30,427.784,97099190000.0,906.38,168.841,386.35,10522.687,297.105,325.409,309.281,20.095
2002-05-01,427.784,97099190000.0,908.414,168.841,386.35,10522.687,297.105,325.409,309.281,20.095
2002-05-02,427.95,94754260000.0,919.609,170.393,386.827,10538.899,302.106,325.655,299.912,20.676
2002-05-03,431.787,95098990000.0,925.042,170.748,386.41,10604.572,300.609,325.91,302.48,20.848
2002-05-06,439.371,94102450000.0,911.782,171.238,386.522,10649.008,287.84,324.429,288.003,20.674
2002-05-07,440.762,93823295000.0,925.724,172.601,384.186,10462.405,288.449,310.108,289.327,20.74
2002-05-08,448.875,95651040000.0,933.558,173.305,387.103,10620.452,296.016,319.234,291.988,20.687
2002-05-09,446.263,93040886000.0,933.558,174.786,386.656,10400.217,293.886,318.742,294.595,20.69
2002-05-10,447.288,92819900000.0,929.166,173.192,384.215,10340.758,284.193,318.742,297.786,20.57
2002-05-13,447.19,92242256000.0,911.835,173.745,382.263,10388.241,285.81,322.75,295.142,20.563
2002-05-14,451.242,93457800000.0,918.19,172.865,381.285,10449.834,293.271,337.565,297.381,20.551
2002-05-15,448.084,93944830000.0,916.158,171.763,382.449,10501.76,303.896,337.604,306.351,20.865
2002-05-16,447.158,95746960000.0,895.613,169.673,382.889,10648.86,301.605,340.346,301.038,20.92
2002-05-17,443.328,95962800000.0,897.648,168.878,383.399,10697.757,308.802,353.101,301.133,21.496
2002-05-20,445.121,95835824000.0,893.284,166.136,381.98,10585.604,304.507,356.718,290.548,21.495
2002-05-21,449.777,96104490000.0,890.806,161.767,379.524,10461.598,294.051,351.883,285.109,21.202
2002-05-22,455.23,95276870000.0,865.544,161.397,375.342,10458.943,304.551,346.508,290.645,21.209
2002-05-23,448.238,96367860000.0,841.013,158.371,372.768,10483.455,298.499,350.081,290.132,20.903
2002-05-24,450.854,96678810000.0,850.973,165.017,372.745,10457.616,302.729,343.222,296.829,20.956
2002-05-27,444.909,96702210000.0,864.13,164.288,372.745,10447.962,298.084,349.658,296.987,20.887
2002-05-28,443.97,96680760000.0,870.436,159.65,369.672,10351.153,301.825,337.641,293.407,20.93
2002-05-29,442.451,97677220000.0,888.636,160.472,371.754,10110.182,297.651,332.21,290.696,20.669
2002-05-30,433.973,97677220000.0,891.133,159.164,368.298,10027.034,290.549,328.259,297.101,20.56
2002-05-31,432.503,96192094000.0,904.991,158.492,360.455,9973.518,282.468,331.344,292.116,20.404
2002-06-03,441.864,96130600000.0,893.318,159.598,364.162,9899.83,287.179,333.649,287.717,20.476
2002-06-04,443.309,96475960000.0,884.049,160.375,365.035,9965.067,288.237,327.11,284.186,20.357
2002-06-05,438.643,96176800000.0,886.056,163.44,364.457,9910.914,289.48,331.032,287.143,20.557
2002-06-06,431.75,93357140000.0,871.716,163.586,368.143,9641.031,289.48,339.298,286.023,20.674
2002-06-07,429.722,93419995000.0,871.439,161.323,370.106,9743.826,284.803,335.239,276.198,20.544
2002-06-10,428.32,95384460000.0,871.533,164.821,369.338,9679.089,290.602,341.729,279.378,20.645
2002-06-11,426.483,93765510000.0,886.255,169.148,369.423,9737.484,291.597,340.782,274.414,20.565
2002-06-12,433.103,92720660000.0,900.535,168.389,369.786,9599.761,293.315,340.339,272.753,20.458
2002-06-13,423.741,91318660000.0,927.045,167.13,371.123,9538.403,293.315,336.008,281.953,20.584
2002-06-14,423.618,89136550000.0,945.66,167.259,368.158,9507.379,293.342,322.995,282.161,20.333
2002-06-17,423.618,90242040000.0,944.0,167.71,366.667,9602.987,288.889,321.851,280.216,19.966
2002-06-18,421.1,90041156000.0,930.913,165.89,367.405,9576.285,289.254,314.297,280.732,19.895
2002-06-19,419.509,88072530000.0,917.925,163.573,364.568,9497.955,278.084,306.892,273.683,19.418
2002-06-20,421.095,83921770000.0,907.622,164.633,366.774,9362.475,276.836,296.142,276.163,19.595
2002-06-21,420.566,80620800000.0,898.475,163.316,364.205,9245.434,277.276,298.545,276.516,19.488
2002-06-24,418.596,82037620000.0,879.978,163.168,354.16,9019.823,274.669,287.718,272.965,19.875
2002-06-25,411.415,84169410000.0,871.907,162.226,348.957,9072.651,271.887,291.684,270.673,19.674
2002-06-26,401.702,85217870000.0,847.69,160.352,342.72,8799.912,252.463,282.069,260.597,19.256
2002-06-27,404.862,87593165000.0,855.319,161.565,347.42,9143.852,256.197,297.081,257.385,19.476
2002-06-28,410.265,88445640000.0,850.627,162.775,355.435,9220.216,266.862,297.564,261.946,19.719
2002-07-01,406.856,87597220000.0,827.109,164.605,355.786,9019.916,266.862,302.838,252.708,19.715
2002-07-02,406.64,87254790000.0,810.618,164.718,365.035,8931.552,268.654,299.005,254.179,19.519
2002-07-03,396.174,86118210000.0,802.912,165.687,363.04,8986.864,270.531,299.718,255.778,19.823
2002-07-04,398.732,86257340000.0,831.753,166.032,364.27,9045.148,276.676,304.099,259.513,20.162
2002-07-05,404.913,85221460000.0,843.444,166.755,366.266,9223.331,283.595,316.764,267.44,20.149
2002-07-08,407.835,85865490000.0,825.312,168.04,361.439,9277.215,282.467,315.911,274.862,20.206
2002-07-09,404.702,85865490000.0,820.188,167.829,365.422,9165.688,287.993,319.873,275.33,20.216
2002-07-10,397.389,84721000000.0,815.426,166.578,365.993,9015.887,282.603,324.972,269.73,20.061
2002-07-11,392.34,84873910000.0,800.988,164.524,363.884,9062.457,271.496,314.88,265.965,19.827
2002-07-12,390.837,86011110000.0,825.469,164.992,365.235,9059.608,282.476,313.128,278.134,20.013
2002-07-15,391.339,84468580000.0,832.294,163.511,364.66,9034.354,279.122,307.54,276.597,19.845
2002-07-16,392.394,84847640000.0,835.882,161.376,361.677,8939.583,275.346,303.056,272.759,19.668
2002-07-17,394.859,86297070000.0,834.517,160.942,360.107,9006.728,275.346,311.842,269.045,19.407
2002-07-18,398.627,86078030000.0,858.867,162.642,361.629,9069.553,276.149,310.316,267.756,19.446
2002-07-19,393.357,84905580000.0,852.87,162.028,358.044,8928.64,269.185,302.213,262.404,19.115
2002-07-22,380.045,80307870000.0,829.755,157.741,353.217,8617.982,258.285,292.644,255.971,18.402
2002-07-23,368.994,78663240000.0,834.671,159.611,356.907,8287.251,267.11,287.705,262.769,18.784
2002-07-24,359.107,79995806000.0,803.369,156.035,352.074,8482.833,259.554,268.643,255.463,18.188
2002-07-25,367.991,77631005000.0,799.352,155.876,354.103,8384.915,259.555,263.722,256.067,18.09
2002-07-26,358.528,74281350000.0,775.435,152.139,353.397,8274.186,248.721,265.191,245.614,17.676
2002-07-29,351.877,74028696000.0,810.78,152.162,355.343,8585.664,249.034,276.669,243.933,17.972
2002-07-30,359.827,74926910000.0,823.265,150.161,355.224,8434.96,257.928,272.859,252.323,18.517
2002-07-31,343.392,79103300000.0,822.856,150.605,354.655,8452.682,256.626,267.88,248.669,18.858
2002-08-01,345.174,78315580000.0,818.9,150.355,356.52,8077.23,252.309,272.767,247.008,18.693
2002-08-02,339.658,79423670000.0,806.875,150.183,354.41,7886.124,248.942,268.742,246.386,18.305
2002-08-05,331.839,77669720000.0,788.272,151.138,354.385,7727.051,238.986,258.277,231.585,18.001
2002-08-06,339.377,78493204000.0,770.909,151.908,354.235,8032.45,237.423,258.966,229.125,17.626
2002-08-07,345.107,79175260000.0,783.149,151.801,354.397,8205.293,240.099,268.959,237.433,18.088
2002-08-08,349.057,82911220000.0,782.526,149.053,354.771,8480.845,241.599,274.06,236.258,18.129
2002-08-09,349.057,82410830000.0,794.325,150.666,356.513,8303.967,245.043,270.77,244.689,18.336
2002-08-12,349.492,80162520000.0,798.134,151.964,356.984,8346.444,245.689,269.37,244.765,18.206
2002-08-13,352.083,77460670000.0,804.488,153.005,360.514,8252.957,251.56,274.847,243.275,18.453
2002-08-14,349.574,77029580000.0,794.621,151.661,359.43,8560.267,252.429,279.842,246.675,18.273
2002-08-15,354.228,75848800000.0,796.696,151.661,362.197,8702.081,252.429,282.451,249.691,18.78
2002-08-16,350.386,77774070000.0,804.239,153.444,363.594,8759.902,255.354,282.725,249.46,18.803
2002-08-19,351.786,76818190000.0,804.508,153.659,363.591,8768.452,255.24,289.971,248.033,18.966
2002-08-20,353.66,75789795000.0,813.19,154.995,361.15,8748.372,263.072,289.674,250.357,19.13
2002-08-21,360.951,77023280000.0,811.247,155.121,359.287,8848.237,266.246,293.239,247.973,19.185
2002-08-22,366.275,78804540000.0,807.309,154.681,358.715,8792.97,266.005,296.505,251.661,19.248
2002-08-23,367.822,78720720000.0,816.078,156.658,358.915,8646.782,264.238,290.923,252.449,18.873
2002-08-26,360.999,81143415000.0,815.751,156.593,358.093,8828.899,261.544,287.908,250.08,18.861
2002-08-27,368.549,83347735000.0,804.452,155.251,357.694,8683.966,257.21,294.974,246.171,18.782
2002-08-28,366.091,82603340000.0,782.985,155.315,356.024,8594.135,256.549,289.929,241.046,18.636
2002-08-29,362.734,82315460000.0,768.001,156.062,351.4,8704.76,256.443,278.393,241.679,18.478
2002-08-30,364.771,82121240000.0,777.84,159.435,350.953,8741.442,260.741,276.624,239.774,18.491
2002-09-02,368.448,82286180000.0,770.934,159.728,351.724,8678.419,266.448,274.153,233.339,18.336
2002-09-03,358.576,81808425000.0,746.268,158.038,351.789,8573.348,262.227,274.72,230.924,18.084
2002-09-04,355.485,81946520000.0,724.468,158.855,348.783,8598.061,255.116,278.982,228.099,18.034
2002-09-05,351.769,80646880000.0,738.416,159.055,348.848,8536.552,253.613,275.156,224.319,17.904
2002-09-06,357.886,80855925000.0,745.557,157.591,342.914,8594.985,249.758,277.921,224.319,17.845
2002-09-09,364.23,81936710000.0,752.227,156.324,337.916,8661.365,247.405,277.838,228.531,17.942
2002-09-10,373.144,82573940000.0,756.935,156.342,340.767,8801.158,253.7,287.08,235.382,18.232
2002-09-11,377.3,84158590000.0,757.386,157.371,342.742,8849.253,258.069,291.328,234.831,18.217
2002-09-12,371.13,83731180000.0,750.33,157.926,344.752,8799.12,262.988,286.895,233.725,18.191
2002-09-13,366.75,84089510000.0,728.264,156.536,339.996,8732.283,254.851,279.368,229.973,17.804
2002-09-16,372.025,82429150000.0,730.203,155.5,338.094,8732.283,249.771,277.381,223.429,17.572
2002-09-17,371.176,80741510000.0,747.288,157.184,341.65,8580.647,258.802,281.257,233.168,17.815
2002-09-18,364.761,79985435000.0,726.268,155.267,335.741,8433.707,251.136,272.525,224.298,17.399
2002-09-19,359.86,78810910000.0,695.512,153.854,334.473,8040.637,250.928,266.861,224.442,17.378
2002-09-20,366.191,80230140000.0,694.149,152.957,332.875,8260.623,250.928,275.339,220.043,17.161
2002-09-23,363.793,78604394000.0,703.809,152.744,326.988,8170.73,241.386,274.952,214.091,17.216
2002-09-24,363.793,78063520000.0,701.061,152.203,322.222,8088.101,238.341,278.587,211.925,17.109
2002-09-25,364.352,77439705000.0,701.638,152.389,314.081,8201.492,232.571,287.646,207.699,16.955
2002-09-26,370.138,77603650000.0,712.629,152.243,315.48,8405.747,234.605,289.13,210.282,17.154
2002-09-27,373.64,74428420000.0,714.446,153.463,319.922,8164.116,234.639,283.556,208.627,17.186
2002-09-30,366.315,73713570000.0,738.769,151.317,315.161,8062.843,228.559,274.572,207.723,17.018
2002-10-01,370.196,76423905000.0,703.484,150.096,319.279,8365.451,229.894,277.036,205.69,17.018
2002-10-02,369.506,75776795000.0,703.515,150.096,320.258,8229.671,229.661,282.833,206.303,17.155
2002-10-03,368.223,78538920000.0,706.239,149.059,320.089,8330.918,229.661,286.187,200.453,16.919
2002-10-04,372.139,78498890000.0,706.239,148.991,319.477,8290.637,231.478,291.43,200.098,17.053
2002-10-07,362.24,76105196000.0,689.468,149.721,318.286,8270.699,222.799,292.383,192.206,16.714
2002-10-08,361.36,76088580000.0,689.921,150.826,318.415,8240.323,225.844,291.712,194.488,16.732
2002-10-09,355.187,75366970000.0,667.302,149.634,317.658,8125.796,220.795,285.693,193.931,16.651
2002-10-10,353.019,76044360000.0,655.396,150.362,313.814,8132.636,207.557,280.139,193.931,16.313
2002-10-11,362.798,75413040000.0,635.808,152.326,316.336,8274.959,208.713,281.856,189.083,16.454
2002-10-14,363.167,72390975000.0,540.38,152.565,311.419,8298.195,219.235,278.833,194.46,16.458
2002-10-15,372.737,72550350000.0,557.074,152.565,308.413,8548.974,225.415,289.095,206.141,17.148
2002-10-16,366.943,72021475000.0,585.588,151.972,314.111,8369.408,228.538,291.313,211.913,17.517
