,BO,C,CL,CT,GC,HG,KC,NG,S,SB,SI,SM,W,XBW
2015-07-08,31.69,424.5,51.65,65.47,1163.5,249.7,124.95,2.685,996.75,12.31,15.163,343.8,577.5,199.9
2015-07-09,32.37,428.75,52.78,65.71,1159.2,255.15,125.25,2.726,1026.25,11.9,15.361,355.1,578.0,204.51
2015-07-10,32.42,434.75,52.74,65.51,1157.9,253.75,126.25,2.77,1032.0,12.41,15.481,355.6,576.0,201.65
2015-07-13,32.74,440.75,52.2,65.73,1155.4,254.45,128.8,2.864,1037.5,12.56,15.457,356.7,575.75,193.96
2015-07-14,32.4,428.25,53.04,66.17,1153.5,253.5,132.0,2.84,1033.5,12.64,15.315,357.2,571.0,193.07
2015-07-15,31.65,429.5,51.41,65.32,1147.4,252.15,129.75,2.918,1025.0,12.46,15.048,362.2,566.75,185.89
2015-07-16,31.46,430.0,50.91,65.3,1143.9,252.3,128.85,2.854,1019.0,12.27,14.984,363.6,562.25,189.67
2015-07-17,31.78,420.25,50.89,65.87,1131.9,249.6,128.4,2.87,1014.75,11.96,14.834,361.1,554.0,192.86
2015-07-20,31.68,405.0,50.44,65.85,1106.8,248.15,127.45,2.823,1007.75,11.44,14.758,356.0,532.75,193.03
2015-07-21,31.93,406.5,50.86,65.4,1103.5,247.45,125.95,2.882,1018.75,11.42,14.785,359.9,524.75,192.09
2015-07-22,31.35,402.75,49.19,65.64,1091.5,242.8,125.05,2.897,1020.75,11.38,14.73,363.5,516.75,186.76
2015-07-23,31.19,403.25,48.45,65.92,1094.1,238.55,121.55,2.816,1010.0,11.51,14.701,359.0,521.5,185.21
2015-07-24,30.48,392.5,48.14,65.84,1085.5,238.25,122.25,2.776,991.25,11.24,14.488,354.8,511.75,182.82
2015-07-27,30.11,373.0,47.39,64.31,1096.4,235.35,120.4,2.788,961.25,11.24,14.605,344.2,502.5,182.04
2015-07-28,30.76,375.0,47.98,64.38,1096.3,240.25,120.25,2.816,954.0,11.17,14.642,336.1,510.75,174.84
2015-07-29,30.32,367.75,48.79,63.89,1092.9,240.75,122.15,2.864,957.0,11.46,14.743,338.1,496.25,175.5
2015-07-30,30.4,373.25,48.52,63.66,1088.4,237.7,124.9,2.768,964.5,11.27,14.696,342.7,496.5,176.9
2015-07-31,30.1,371.0,47.12,64.01,1094.7,236.35,125.25,2.716,953.25,11.14,14.745,338.7,499.25,177.2
2015-08-03,29.97,366.5,45.17,65.36,1089.0,234.6,123.95,2.748,945.0,10.89,14.515,336.3,499.0,167.45
2015-08-04,29.95,368.75,45.74,64.91,1090.3,236.2,124.9,2.812,948.75,11.01,14.557,337.5,493.5,168.52
2015-08-05,29.73,372.75,45.15,64.75,1085.3,234.85,125.9,2.798,962.75,10.76,14.553,343.8,502.0,167.05
2015-08-06,29.75,369.75,44.66,63.5,1089.8,234.1,124.25,2.813,956.0,10.7,14.677,339.2,507.0,164.78
2015-08-07,30.13,372.75,43.87,62.77,1093.8,233.25,127.8,2.798,975.5,10.66,14.821,344.3,510.5,162.3
2015-08-10,30.49,390.25,44.96,63.12,1103.8,240.0,133.5,2.842,1008.25,10.57,15.292,353.6,525.5,169.4
2015-08-11,30.16,376.5,43.08,62.71,1107.5,233.15,137.2,2.844,981.0,10.62,15.284,341.7,507.25,169.37
2015-08-12,29.1,357.25,43.3,65.71,1123.3,235.0,131.85,2.931,918.5,10.54,15.476,323.7,492.25,176.35
2015-08-13,28.99,363.75,42.23,67.15,1115.3,235.3,137.05,2.787,936.25,10.49,15.399,330.9,503.25,171.41
2015-08-14,29.08,364.0,42.5,67.16,1112.4,235.15,137.5,2.801,925.25,10.68,15.213,325.2,506.5,168.69
2015-08-17,29.06,363.25,42.41,67.98,1118.1,232.1,134.75,2.728,927.0,10.63,15.298,325.4,500.5,165.42
2015-08-18,28.32,366.25,43.12,67.93,1116.6,228.7,139.05,2.704,913.25,10.73,14.79,324.6,494.25,164.68
2015-08-19,27.89,367.25,41.27,67.36,1127.6,227.6,134.8,2.716,903.5,10.59,15.179,324.0,496.25,155.92
2015-08-20,27.98,371.0,41.32,67.66,1152.8,231.95,132.45,2.755,921.5,10.62,15.517,330.9,506.25,153.46
2015-08-21,27.36,365.25,40.45,67.64,1159.2,230.35,126.45,2.676,905.25,10.44,15.301,326.9,499.5,154.49
2015-08-24,26.55,368.75,38.24,64.64,1153.1,225.9,121.7,2.656,892.75,10.39,14.762,326.4,503.25,147.1
2015-08-25,26.82,365.5,39.31,63.76,1137.9,231.35,120.55,2.695,894.25,10.6,14.61,327.6,495.0,143.86
2015-08-26,26.12,361.75,38.6,62.56,1124.2,224.8,122.2,2.703,877.75,10.53,14.041,324.4,489.75,135.49
2015-08-27,26.89,363.75,42.56,63.83,1122.2,233.4,124.55,2.664,886.25,11.06,14.417,322.9,484.25,145.68
2015-08-28,27.92,375.0,45.22,63.75,1133.5,234.6,124.05,2.715,885.5,10.97,14.549,315.4,483.75,139.71
2015-08-31,28.03,375.25,49.2,63.74,1132.0,233.75,124.3,2.689,887.5,10.69,14.586,313.6,485.0,149.91
2015-09-01,27.34,369.0,45.41,63.58,1139.3,230.15,120.8,2.702,874.0,10.71,14.62,310.5,486.25,139.56
2015-09-02,26.86,367.5,46.25,63.18,1133.1,232.95,118.35,2.648,874.0,10.73,14.667,312.2,479.0,142.52
2015-09-03,26.85,361.5,46.75,63.12,1124.0,238.45,119.55,2.725,869.5,11.34,14.707,310.1,465.25,143.71
2015-09-04,26.53,363.0,46.05,63.07,1120.9,231.2,119.15,2.655,866.5,11.27,14.549,308.1,467.75,141.82
2015-09-07,26.53,363.0,46.05,63.07,1120.9,231.2,119.15,2.655,866.5,11.27,14.549,308.1,467.75,141.82
2015-09-08,26.93,368.25,45.94,63.29,1120.7,243.4,121.0,2.71,879.25,11.07,14.755,309.6,475.0,140.21
2015-09-09,26.68,369.0,44.15,63.32,1102.0,243.65,121.1,2.651,872.25,11.43,14.576,309.7,472.25,135.97
2015-09-10,26.95,374.25,45.92,63.48,1109.3,244.7,116.4,2.683,874.0,11.33,14.645,308.0,478.0,139.36
2015-09-11,26.65,387.0,44.63,64.09,1103.3,245.35,116.55,2.693,874.25,11.66,14.505,310.9,485.0,136.99
2015-09-14,26.93,393.5,44.0,63.51,1107.5,240.55,120.2,2.758,884.25,11.5,14.363,314.3,501.25,130.43
2015-09-15,26.47,390.5,44.59,62.82,1102.6,242.65,118.7,2.728,889.0,11.4,14.326,318.6,494.75,133.29
2015-09-16,26.68,386.0,47.15,62.38,1119.0,245.2,118.1,2.66,887.25,11.47,14.885,316.3,488.25,138.21
2015-09-17,26.67,379.75,46.9,61.83,1117.1,245.2,118.55,2.652,884.5,11.44,14.984,313.2,481.5,137.6
2015-09-18,26.05,377.25,44.68,59.85,1138.1,238.6,118.35,2.605,867.25,10.96,15.163,309.0,486.75,135.62
2015-09-21,26.5,384.5,46.96,60.79,1133.1,238.85,117.25,2.573,874.25,10.93,15.221,309.6,496.75,140.31
2015-09-22,26.13,380.5,46.36,60.0,1125.0,229.75,115.45,2.577,861.75,10.88,14.756,304.9,495.5,141.64
2015-09-23,26.33,383.25,44.48,59.97,1131.6,229.55,116.2,2.569,863.75,10.95,14.789,303.1,507.5,138.16
2015-09-24,26.98,381.5,44.91,60.31,1153.8,230.25,118.3,2.591,868.0,11.19,15.13,302.4,497.25,136.52
2015-09-25,27.72,389.0,45.7,60.64,1145.7,228.35,122.7,2.631,889.25,11.74,15.111,308.7,507.75,139.59
2015-09-28,27.37,386.75,44.43,60.75,1131.7,225.15,119.15,2.67,876.75,12.38,14.538,304.1,505.5,133.26
2015-09-29,27.69,389.0,45.23,61.0,1126.8,225.15,120.85,2.586,884.25,12.46,14.573,305.5,503.75,134.95
2015-09-30,27.34,387.75,45.09,60.44,1115.2,234.1,121.35,2.524,892.0,12.88,14.518,309.0,512.75,136.67
2015-10-01,27.32,388.75,44.74,60.6,1113.7,230.45,120.75,2.433,877.25,13.26,14.511,303.9,518.25,136.68
2015-10-02,28.06,389.25,45.54,60.14,1136.6,232.55,124.3,2.451,874.25,13.53,15.263,301.2,513.25,134.14
2015-10-05,28.66,393.5,46.26,61.87,1137.6,235.55,127.55,2.45,884.25,13.64,15.708,303.8,515.5,138.53
2015-10-06,28.71,398.25,48.53,62.08,1146.4,235.5,128.1,2.47,888.0,13.63,15.984,303.6,526.25,143.62
2015-10-07,28.62,395.75,47.81,62.05,1148.7,236.7,126.05,2.474,891.0,13.98,16.094,306.5,516.75,139.0
2015-10-08,28.36,391.25,49.43,61.72,1144.3,234.3,128.45,2.498,881.25,14.01,15.766,304.3,511.5,140.78
2015-10-09,28.34,382.75,49.63,61.61,1155.9,241.4,131.6,2.502,885.75,14.34,15.818,307.8,509.25,141.67
2015-10-12,28.18,380.75,47.1,61.69,1164.5,241.55,134.5,2.535,887.5,14.24,15.864,309.5,506.75,134.11
2015-10-13,28.79,384.5,46.66,63.86,1165.4,238.75,134.35,2.498,914.0,13.83,15.907,317.7,519.0,131.4
2015-10-14,28.83,379.0,46.64,63.76,1179.8,241.55,134.65,2.518,910.5,14.09,16.117,315.8,508.25,130.83
2015-10-15,28.58,375.5,46.38,63.44,1187.5,242.3,133.7,2.453,905.25,14.13,16.164,314.0,502.5,130.72
2015-10-16,28.6,376.75,47.26,63.85,1183.1,240.35,125.85,2.43,898.25,14.27,16.114,312.0,492.25,132.8
2015-10-19,28.14,373.0,46.28,63.24,1172.8,236.75,123.9,2.442,891.0,14.26,15.841,310.8,485.75,125.14
2015-10-20,28.66,376.75,46.29,63.78,1177.5,236.55,124.75,2.476,896.0,14.06,15.917,309.5,491.25,127.83
2015-10-21,29.18,380.75,45.2,64.23,1167.1,236.05,121.0,2.404,905.25,14.18,15.71,310.5,494.75,128.08
2015-10-22,28.85,378.25,45.38,62.52,1166.1,238.35,119.85,2.386,898.75,14.6,15.837,307.8,490.75,130.67
2015-10-23,28.57,379.75,44.6,62.76,1162.8,235.0,118.45,2.286,895.5,14.28,15.827,305.1,490.5,130.36
2015-10-26,27.78,384.5,43.98,62.13,1166.2,235.7,117.3,2.353,885.0,14.64,15.905,302.2,509.0,128.79
2015-10-27,27.89,380.0,43.2,62.34,1165.8,236.2,117.3,2.361,891.0,14.42,15.863,304.7,509.25,127.83
2015-10-28,28.11,376.0,45.94,62.67,1176.1,236.25,119.1,2.298,882.75,14.65,16.293,299.9,506.0,133.84
2015-10-29,27.88,380.0,46.06,62.32,1147.3,232.1,120.3,2.257,880.25,14.56,15.55,301.6,515.0,133.94
2015-10-30,28.2,382.25,46.59,63.32,1141.4,231.75,120.95,2.321,885.75,14.52,15.567,304.4,522.0,137.16
2015-11-02,27.85,376.5,46.14,63.29,1135.9,231.9,118.8,2.256,878.75,15.11,15.408,302.2,508.0,137.53
2015-11-03,28.15,380.5,47.9,62.57,1114.1,233.05,120.25,2.253,879.0,15.49,15.239,301.3,516.5,144.55
2015-11-04,28.5,380.5,46.32,61.94,1106.2,232.25,120.5,2.262,884.0,14.64,15.058,301.8,526.25,139.19
2015-11-05,27.83,374.5,45.2,61.95,1104.2,225.5,120.9,2.364,864.0,14.76,14.983,296.4,526.25,136.1
2015-11-06,28.04,373.0,44.29,61.66,1087.7,224.2,117.75,2.371,867.25,14.46,14.691,295.7,523.25,136.95
2015-11-09,27.77,366.75,43.87,61.9,1088.1,223.0,117.75,2.3,866.25,13.99,14.413,295.0,501.75,137.05
2015-11-10,27.27,359.0,44.21,61.93,1088.5,221.75,116.3,2.32,855.5,14.71,14.356,292.2,490.75,136.18
2015-11-11,27.18,362.25,42.93,62.18,1084.9,221.8,116.8,2.263,860.75,14.69,14.263,294.0,494.75,132.94
2015-11-12,27.44,362.0,41.75,61.84,1081.0,217.25,115.3,2.26,863.0,14.97,14.225,291.4,498.0,127.31
2015-11-13,27.04,358.25,40.74,61.68,1080.9,216.8,112.15,2.361,855.25,15.04,14.204,288.8,495.75,123.89
2015-11-16,27.29,360.0,41.74,61.74,1083.6,211.55,118.2,2.385,859.5,15.18,14.222,288.8,494.0,123.86
2015-11-17,27.47,362.0,41.71,61.53,1068.6,210.4,118.25,2.371,864.0,14.78,14.171,288.5,487.5,123.8
2015-11-18,27.44,361.75,41.95,61.52,1068.7,207.8,115.75,2.347,857.75,14.47,14.081,285.6,483.25,126.61
2015-11-19,27.55,364.25,41.72,61.58,1077.9,207.65,122.2,2.276,860.0,14.95,14.222,286.6,490.75,128.79
2015-11-20,27.9,363.25,41.9,62.83,1076.3,205.5,124.4,2.145,857.5,15.3,14.096,283.0,488.5,129.03
2015-11-23,27.91,367.25,41.75,61.6,1066.8,202.1,122.45,2.343,864.25,15.41,14.032,285.3,495.0,131.34
2015-11-24,28.31,364.25,42.87,61.94,1073.8,205.45,124.5,2.324,863.75,15.0,14.159,283.8,484.25,139.02
2015-11-25,28.89,366.0,43.04,63.28,1070.0,204.6,125.55,2.299,875.25,14.91,14.158,284.8,479.25,139.61
2015-11-26,28.89,366.0,43.04,63.28,1070.0,204.6,125.55,2.299,875.25,14.91,14.158,284.8,479.25,139.61
2015-11-27,29.08,367.25,41.71,63.93,1056.2,205.75,123.6,2.212,873.0,14.97,14.048,283.8,479.0,133.67
2015-11-30,29.42,372.25,41.65,62.64,1065.3,204.85,119.65,2.235,881.0,14.93,14.086,285.3,475.5,130.69
2015-12-01,30.08,373.75,41.85,63.54,1063.5,207.15,119.9,2.231,889.25,15.44,14.083,286.4,471.5,136.3
2015-12-02,30.57,370.25,39.94,63.5,1053.8,203.3,120.45,2.165,892.25,15.34,14.009,286.7,467.25,129.31
2015-12-03,30.87,377.0,41.08,63.95,1061.2,206.1,124.85,2.181,897.5,15.58,14.077,287.4,478.75,129.63
2015-12-04,32.08,381.5,39.97,64.71,1084.1,207.9,126.95,2.186,906.0,15.48,14.528,284.9,484.5,127.02
2015-12-07,31.25,373.0,37.65,64.57,1075.2,205.1,126.05,2.067,882.25,15.3,14.332,278.0,482.75,120.94
2015-12-08,31.49,373.5,37.51,64.44,1075.3,205.4,125.2,2.07,876.75,15.0,14.116,275.4,481.5,120.36
2015-12-09,31.11,373.75,37.16,64.81,1076.5,206.6,126.8,2.062,876.75,15.09,14.189,277.0,489.75,123.17
2015-12-10,31.79,379.25,36.76,63.77,1072.0,207.25,126.35,2.015,878.25,14.55,14.11,273.8,495.5,128.02
2015-12-11,31.36,375.25,35.62,63.71,1075.7,211.65,121.2,1.99,870.75,14.58,13.884,273.7,490.5,128.15
2015-12-14,31.12,379.0,36.31,63.38,1063.4,211.15,119.9,1.894,874.25,14.51,13.695,275.5,493.5,125.58
2015-12-15,30.7,377.25,37.35,63.31,1061.6,205.65,119.9,1.822,867.25,14.59,13.77,271.8,494.25,124.44
2015-12-16,30.37,369.75,35.52,63.25,1076.8,207.15,119.25,1.79,862.5,14.59,14.248,269.9,483.5,123.28
2015-12-17,30.07,374.25,34.95,62.99,1049.6,204.35,118.3,1.755,877.0,14.7,13.703,275.9,484.0,126.16
2015-12-18,30.53,374.5,36.06,63.69,1065.0,211.25,119.0,1.767,892.25,15.1,14.096,281.0,486.75,127.46
2015-12-21,30.77,372.0,35.81,63.32,1080.6,214.0,117.5,1.911,891.25,14.97,14.315,279.0,479.0,120.94
2015-12-22,30.44,366.25,36.14,63.16,1074.1,210.9,119.15,1.888,885.25,15.04,14.314,276.9,471.75,117.49
2015-12-23,30.52,365.5,37.5,62.77,1068.3,212.45,120.95,1.983,881.75,15.15,14.287,272.4,469.5,124.14
2015-12-24,30.87,364.5,38.1,63.66,1075.9,212.4,119.7,2.029,875.25,15.06,14.379,269.0,467.5,126.43
2015-12-25,30.87,364.5,38.1,63.66,1075.9,212.4,119.7,2.029,875.25,15.06,14.379,269.0,467.5,126.43
2015-12-28,30.44,361.0,36.81,63.97,1068.3,207.9,119.15,2.256,861.25,14.76,13.884,269.1,466.5,124.3
2015-12-29,30.77,362.5,37.87,63.87,1068.0,213.65,121.45,2.37,865.75,14.78,13.928,270.0,475.75,128.53
2015-12-30,31.07,359.0,36.6,63.97,1059.8,214.65,123.65,2.214,870.25,15.15,13.842,267.6,469.75,124.36
2015-12-31,30.75,358.75,37.04,63.28,1060.2,213.5,126.7,2.337,864.25,15.24,13.803,265.5,470.0,127.1
2016-01-01,30.75,358.75,37.04,63.28,1060.2,213.5,126.7,2.337,864.25,15.24,13.803,265.5,470.0,127.1
2016-01-04,30.12,351.5,36.76,62.61,1075.2,207.95,123.9,2.334,856.0,14.97,13.841,264.4,458.25,129.07
2016-01-05,29.81,353.0,35.97,62.68,1078.4,209.55,123.0,2.325,857.25,14.57,13.971,266.3,461.25,125.67
2016-01-06,29.78,353.25,33.97,62.0,1091.9,208.8,119.95,2.267,864.75,14.42,13.976,268.7,462.75,116.18
2016-01-07,29.62,353.0,33.27,61.43,1107.8,202.2,118.45,2.382,864.5,14.75,14.344,267.4,468.5,114.6
2016-01-08,29.64,357.0,33.16,61.4,1097.9,202.2,119.0,2.472,865.25,14.46,13.918,268.7,478.5,112.77
2016-01-11,29.25,351.75,31.41,61.5,1096.2,197.25,114.45,2.396,861.25,14.15,13.866,269.9,469.0,111.3
2016-01-12,29.18,356.75,30.44,61.59,1085.2,195.9,114.35,2.257,874.5,14.05,13.751,275.6,481.25,108.48
2016-01-13,29.54,358.0,30.48,62.14,1087.1,195.6,114.8,2.269,880.0,14.47,14.156,275.5,478.0,105.28
2016-01-14,29.75,358.0,31.2,61.9,1073.6,197.6,115.9,2.139,882.25,14.88,13.748,274.2,468.75,106.84
2016-01-15,29.65,363.25,29.42,61.41,1090.7,194.35,114.9,2.1,879.0,14.92,13.896,270.7,473.75,102.12
2016-01-18,29.65,363.25,29.42,61.41,1090.7,194.35,114.9,2.1,879.0,14.92,13.896,270.7,473.75,102.12
2016-01-19,30.03,367.75,29.57,62.47,1089.1,197.75,115.65,2.091,883.5,14.75,14.121,271.3,474.5,102.62
2016-01-20,29.81,368.75,28.35,61.97,1106.2,195.95,111.6,2.118,874.0,14.18,14.16,269.8,471.5,101.77
2016-01-21,29.94,367.0,29.53,62.09,1098.2,199.65,114.4,2.138,878.5,14.45,14.094,272.2,475.0,103.12
2016-01-22,30.5,370.25,32.19,62.45,1096.3,200.25,116.0,2.139,876.5,14.42,14.057,268.5,475.5,108.38
2016-01-25,30.44,369.75,30.34,61.6,1105.3,199.8,116.45,2.155,880.5,14.1,14.254,272.5,481.5,103.0
2016-01-26,30.74,369.25,31.45,61.41,1120.6,203.75,116.7,2.158,876.5,14.02,14.564,269.9,484.75,106.85
2016-01-27,30.87,369.25,32.3,60.86,1116.3,206.4,118.2,2.157,883.0,13.58,14.459,272.5,476.5,106.7
2016-01-28,30.69,365.5,33.22,61.36,1116.1,205.15,119.15,2.182,867.75,13.25,14.232,266.9,472.25,110.03
2016-01-29,30.88,372.0,33.62,61.13,1116.4,206.7,116.35,2.298,882.25,13.14,14.243,272.4,479.25,113.23
2016-02-01,30.76,371.25,31.62,61.79,1128.0,205.55,117.75,2.152,880.75,12.83,14.343,271.0,475.25,108.3
2016-02-02,30.79,372.5,29.88,62.3,1127.2,205.5,119.85,2.025,886.25,12.99,14.289,274.6,475.25,100.08
2016-02-03,30.98,371.0,32.28,61.94,1141.3,209.5,121.55,2.038,876.75,12.89,14.734,270.1,480.0,101.37
2016-02-04,31.24,368.5,31.72,60.23,1157.5,213.15,123.2,1.972,874.5,12.89,14.85,267.6,472.75,102.84
2016-02-05,31.23,365.75,30.89,59.97,1157.7,210.3,120.4,2.063,867.5,13.27,14.778,265.0,466.75,99.27
2016-02-08,30.75,362.25,29.69,59.6,1197.9,209.05,115.75,2.14,862.5,13.45,15.426,264.5,458.5,95.61
2016-02-09,30.7,361.0,27.94,58.64,1198.6,203.95,114.75,2.098,863.25,13.39,15.449,263.1,457.5,89.89
2016-02-10,31.01,360.25,27.45,58.88,1194.6,202.7,114.75,2.046,862.25,13.38,15.282,261.0,461.25,94.25
2016-02-11,31.59,360.25,26.21,58.42,1247.8,200.65,113.0,1.994,873.5,13.07,15.794,263.7,458.25,94.17
2016-02-12,31.8,358.75,29.44,58.9,1239.4,202.9,115.55,1.966,872.75,13.15,15.79,262.0,457.5,104.32
2016-02-15,31.8,358.75,29.44,58.9,1239.4,202.9,115.55,1.966,872.75,13.15,15.79,262.0,457.5,104.32
2016-02-16,31.61,363.0,29.04,59.85,1208.2,205.1,117.0,1.903,879.75,13.22,15.334,264.8,464.25,97.09
2016-02-17,31.99,367.25,30.66,59.87,1211.4,207.55,116.6,1.942,882.5,13.16,15.377,263.6,468.5,100.34
2016-02-18,31.83,365.5,30.77,59.91,1226.3,207.35,116.1,1.852,879.75,12.78,15.432,263.5,462.25,97.24
2016-02-19,31.39,365.5,31.75,60.01,1230.8,207.65,116.55,1.804,878.25,12.52,15.373,264.5,461.75,95.94
2016-02-22,31.49,367.5,33.39,58.69,1210.1,211.5,120.6,1.862,881.0,12.61,15.184,264.9,458.5,100.06
2016-02-23,30.75,362.0,31.87,58.0,1222.6,210.55,119.25,1.829,869.25,14.0,15.24,263.2,448.0,96.63
2016-02-24,30.92,359.75,32.15,57.41,1239.1,209.6,117.0,1.834,867.5,13.97,15.297,262.9,442.75,101.04
2016-02-25,30.65,355.5,33.07,57.76,1238.8,206.65,116.15,1.785,859.0,14.24,15.17,260.0,445.25,105.6
2016-02-26,31.23,359.5,32.78,57.53,1220.4,212.5,115.2,1.791,863.5,14.0,14.714,260.6,452.25,129.51
2016-02-29,30.87,357.0,33.75,56.5,1234.4,213.25,115.05,1.711,861.0,14.36,14.918,262.5,453.25,132.07
2016-03-01,30.54,355.75,34.4,56.11,1230.8,214.55,114.75,1.742,858.0,14.39,14.756,261.5,446.0,130.35
2016-03-02,30.37,356.25,34.66,55.93,1241.8,218.1,115.55,1.678,861.5,14.67,15.022,264.5,450.25,131.07
2016-03-03,30.61,356.5,34.57,56.41,1258.2,220.85,117.85,1.639,863.75,14.84,15.146,264.9,459.75,129.88
2016-03-04,30.96,358.25,35.92,57.11,1270.7,227.45,121.05,1.666,878.5,14.83,15.694,270.9,460.75,133.21
2016-03-07,31.17,359.0,37.9,57.38,1264.0,228.35,120.9,1.69,881.75,14.66,15.633,271.1,462.75,139.27
2016-03-08,31.14,360.5,36.5,56.86,1262.9,222.2,121.7,1.712,884.5,14.86,15.39,272.8,465.25,138.78
2016-03-09,31.74,359.5,38.29,56.59,1257.4,223.25,122.35,1.752,885.75,14.63,15.366,271.3,468.25,147.05
2016-03-10,31.62,362.75,37.84,56.83,1272.8,222.0,122.15,1.788,889.25,14.82,15.549,271.9,477.0,143.9
2016-03-11,32.13,365.0,38.5,57.15,1259.4,224.1,125.8,1.822,895.75,15.13,15.605,273.5,475.75,144.43
2016-03-14,32.45,368.75,37.18,58.29,1245.1,223.95,127.2,1.819,895.75,15.42,15.521,271.5,478.75,142.26
2016-03-15,32.49,368.5,36.34,58.24,1231.0,223.35,125.7,1.851,892.0,15.32,15.261,268.2,477.25,140.82
2016-03-16,32.69,368.25,38.46,58.32,1229.8,223.4,129.05,1.868,894.5,15.47,15.219,267.7,470.75,141.83
2016-03-17,33.41,368.5,40.2,58.36,1265.0,229.25,132.55,1.936,897.75,15.99,16.033,267.0,462.5,143.83
2016-03-18,33.42,367.0,41.14,57.16,1254.3,228.25,134.3,1.907,897.5,15.97,15.811,266.6,463.0,142.73
2016-03-21,33.58,369.5,41.52,58.17,1244.2,229.25,131.55,1.828,902.0,16.29,15.847,268.8,466.5,145.89
2016-03-22,33.93,370.0,41.45,58.37,1248.6,228.95,134.65,1.863,910.25,16.58,15.885,271.0,466.75,149.71
2016-03-23,33.36,368.5,39.79,58.39,1224.0,223.55,131.1,1.794,905.25,16.71,15.272,270.9,463.0,145.41
2016-03-24,33.18,370.0,39.46,57.72,1221.6,222.9,127.55,1.806,910.5,15.87,15.199,275.3,463.0,146.59
2016-03-25,33.18,370.0,39.46,57.72,1221.6,222.9,127.55,1.806,910.5,15.87,15.199,275.3,463.0,146.59
2016-03-28,33.63,370.5,39.39,57.8,1222.0,224.6,128.55,1.936,909.0,15.94,15.19,272.1,471.0,149.56
2016-03-29,34.05,373.0,38.28,57.38,1237.5,221.4,127.45,1.981,916.0,15.86,15.233,273.2,476.75,148.08
2016-03-30,33.79,367.0,38.32,57.67,1228.6,219.0,127.0,1.996,909.0,15.87,15.211,271.9,464.0,146.61
2016-03-31,34.22,351.5,38.34,58.44,1235.6,218.3,127.45,1.959,910.75,15.35,15.464,270.3,473.5,144.67
2016-04-01,34.45,354.0,36.79,59.2,1223.5,216.3,127.25,1.956,918.25,15.18,15.046,272.3,475.75,140.16
2016-04-04,34.69,354.5,35.7,58.96,1219.3,214.05,122.8,1.998,913.5,14.64,14.944,268.2,474.75,137.7
2016-04-05,33.99,356.75,35.89,58.9,1229.6,213.8,120.9,1.954,904.75,14.64,15.116,268.7,474.0,137.78
2016-04-06,34.26,358.0,37.75,58.75,1223.8,214.35,121.5,1.911,908.0,14.62,15.054,267.9,463.0,139.47
2016-04-07,34.1,361.5,37.26,59.03,1237.5,207.65,119.8,2.018,904.5,14.43,15.158,266.8,457.0,138.12
2016-04-08,33.94,362.25,39.72,60.07,1243.8,208.7,120.45,1.99,916.75,14.69,15.384,273.7,460.25,146.37
2016-04-11,33.9,356.75,40.36,60.71,1258.0,209.05,123.35,1.912,928.25,14.15,15.976,280.1,447.25,150.77
2016-04-12,33.69,362.75,42.17,61.51,1260.9,214.7,124.6,2.004,936.25,14.07,16.222,285.1,452.5,153.43
2016-04-13,33.96,373.5,41.76,61.63,1248.3,216.8,121.75,2.036,955.75,14.01,16.325,292.7,461.5,152.95
2016-04-14,33.69,374.0,41.5,60.64,1226.5,217.1,123.15,1.97,948.0,14.13,16.173,290.1,459.75,150.56
2016-04-15,33.38,378.5,40.36,60.03,1234.6,215.3,122.95,1.902,956.0,15.04,16.313,295.9,459.75,146.12
2016-04-18,33.95,381.0,41.19,62.15,1235.0,216.45,125.95,1.94,954.25,15.35,16.253,293.0,472.75,143.65
2016-04-19,34.78,384.5,42.47,62.69,1254.3,222.35,127.9,2.088,985.5,15.17,16.972,305.1,486.25,147.99
2016-04-20,34.64,394.75,44.18,63.8,1254.4,223.8,128.7,2.069,1009.75,15.57,17.135,318.9,504.25,150.68
2016-04-21,34.21,384.5,43.18,63.49,1250.3,225.1,124.1,2.068,1018.75,15.58,17.09,325.2,495.75,151.59
2016-04-22,33.99,371.75,43.73,63.69,1230.0,226.45,123.35,2.14,987.0,15.26,16.9,311.7,467.0,153.09
2016-04-25,33.9,377.0,42.64,64.04,1240.2,225.25,123.55,2.187,999.75,15.63,17.009,316.4,471.25,151.31
2016-04-26,34.21,387.25,44.04,63.83,1243.4,224.65,125.75,2.159,1027.25,16.05,17.159,326.6,487.75,157.94
2016-04-27,33.87,384.75,45.33,64.15,1250.4,222.45,121.5,2.153,1028.5,15.84,17.335,328.3,483.5,159.47
2016-04-28,33.27,391.25,46.03,63.69,1266.4,223.15,120.95,2.078,1027.5,15.71,17.588,333.4,485.5,161.07
2016-04-29,33.14,391.75,45.92,63.77,1290.5,228.35,121.5,2.178,1029.75,16.32,17.819,334.8,488.5,160.44
2016-05-02,32.5,391.75,44.78,64.37,1295.8,226.65,119.65,2.042,1043.75,16.21,17.682,347.3,487.75,156.28
2016-05-03,32.41,379.75,43.65,63.06,1291.8,221.9,119.25,2.086,1030.0,16.25,17.499,341.8,470.75,151.0
2016-05-04,32.47,376.75,43.78,62.78,1274.4,218.65,119.7,2.141,1034.0,16.65,17.301,345.0,471.25,148.66
2016-05-05,32.26,373.75,44.32,61.79,1272.3,215.4,121.5,2.076,1012.25,15.84,17.327,336.8,463.25,149.14
